Academic Vocabulary List - Core Academic Words
Source file: acadCore.xlsx
Each entry contains rank, word, part of speech, academic frequency, ratio, dispersion, and range.

Rank 1: study (n). Academic frequency: 137208; ratio: 2.5235099227903999; dispersion: 0.92650893496804898; range: 8.
Rank 2813: venerate (v). Academic frequency: 165; ratio: 1.8341656043179499; dispersion: 0.86640536947873403; range: 7.
Rank 2814: impartiality (n). Academic frequency: 165; ratio: 1.8225935815777701; dispersion: 0.83915673974635396; range: 7.
Rank 2815: disallow (v). Academic frequency: 165; ratio: 1.67954117837254; dispersion: 0.907873322384952; range: 9.
Rank 2816: demonstrably (r). Academic frequency: 164; ratio: 1.7834179393763501; dispersion: 0.91522342527008305; range: 9.
Rank 2817: derived (j). Academic frequency: 164; ratio: 3.1903365359954599; dispersion: 0.82301133614514499; range: 8.
Rank 2818: all-encompassing (j). Academic frequency: 164; ratio: 1.75079444048531; dispersion: 0.88379529896991504; range: 8.
Rank 2819: originator (n). Academic frequency: 163; ratio: 1.62147439658583; dispersion: 0.88728685059161205; range: 9.
Rank 2820: positivist (j). Academic frequency: 163; ratio: 3.1885976960794; dispersion: 0.84177251917732798; range: 7.
Rank 2821: panoply (n). Academic frequency: 162; ratio: 1.6586473646702999; dispersion: 0.89679986718686999; range: 9.
Rank 2822: betterment (n). Academic frequency: 162; ratio: 1.65381165806776; dispersion: 0.89983137165925298; range: 8.
Rank 2823: diametrically (r). Academic frequency: 162; ratio: 1.89085799572414; dispersion: 0.899447435302279; range: 8.
Rank 2824: disproportionately (r). Academic frequency: 162; ratio: 1.8298625765072301; dispersion: 0.89531703067290103; range: 8.
Rank 2825: unknowable (j). Academic frequency: 162; ratio: 1.50068094898741; dispersion: 0.87766496587029896; range: 7.
Rank 2826: self-defeating (j). Academic frequency: 162; ratio: 1.81813268819629; dispersion: 0.86914260755712403; range: 8.
Rank 2827: constancy (n). Academic frequency: 161; ratio: 1.78403737289959; dispersion: 0.87703663593264702; range: 8.
Rank 2828: identifying (j). Academic frequency: 160; ratio: 1.6381702367114099; dispersion: 0.885558267610283; range: 8.
Rank 2829: maximization (n). Academic frequency: 160; ratio: 3.1832626190642102; dispersion: 0.84739504440579205; range: 8.
Rank 2830: inequitable (j). Academic frequency: 159; ratio: 2.3997958279065998; dispersion: 0.86853163550010803; range: 8.
Rank 2831: ingrained (j). Academic frequency: 159; ratio: 1.5772029237233101; dispersion: 0.91008911264963899; range: 9.
Rank 2832: broadening (n). Academic frequency: 159; ratio: 2.5539111563042698; dispersion: 0.85058811725850902; range: 7.
Rank 2833: decentralize (v). Academic frequency: 159; ratio: 2.18334365519345; dispersion: 0.87254830317230003; range: 9.
Rank 2834: first-order (j). Academic frequency: 159; ratio: 3.2558633454639199; dispersion: 0.84200031599905201; range: 8.
Rank 2835: stabilizing (j). Academic frequency: 159; ratio: 1.9466875247354201; dispersion: 0.83313511866050005; range: 9.
Rank 2836: sufficiency (n). Academic frequency: 158; ratio: 2.4265396631287701; dispersion: 0.84221224622978197; range: 8.
Rank 2837: supported (j). Academic frequency: 158; ratio: 2.2218917397323699; dispersion: 0.81155899910031404; range: 8.
Rank 2838: sending (n). Academic frequency: 158; ratio: 1.76194599743108; dispersion: 0.853667136048335; range: 7.
Rank 2839: unrealized (j). Academic frequency: 158; ratio: 1.8199047473465799; dispersion: 0.88928165829403705; range: 8.
Rank 2840: cogent (j). Academic frequency: 158; ratio: 1.65149565132346; dispersion: 0.89224830915537501; range: 7.
Rank 2841: autonomously (r). Academic frequency: 158; ratio: 2.5974227379969901; dispersion: 0.88639244963313002; range: 8.
Rank 2842: corrected (j). Academic frequency: 157; ratio: 2.2257062927627098; dispersion: 0.85921541463440998; range: 8.
Rank 2843: ineffectiveness (n). Academic frequency: 157; ratio: 2.2530715340671699; dispersion: 0.89531568671130901; range: 8.
Rank 2844: vagueness (n). Academic frequency: 157; ratio: 1.7965668441581299; dispersion: 0.85840495311144904; range: 7.
Rank 2845: reconstructed (j). Academic frequency: 156; ratio: 1.7341202077187901; dispersion: 0.884040613360637; range: 7.
Rank 2846: prejudicial (j). Academic frequency: 156; ratio: 1.7851237432399301; dispersion: 0.82925561005109805; range: 7.
Rank 2847: amalgamation (n). Academic frequency: 156; ratio: 2.2760327726309102; dispersion: 0.87365163809118995; range: 7.
Rank 2848: unacknowledged (j). Academic frequency: 155; ratio: 1.9314814112115599; dispersion: 0.88988849945251702; range: 7.
Rank 2849: unidimensional (j). Academic frequency: 155; ratio: 3.3921642284403002; dispersion: 0.81106748534137696; range: 7.
Rank 2850: unsound (j). Academic frequency: 154; ratio: 1.7564973539722399; dispersion: 0.88832390566314201; range: 9.
Rank 2851: representativeness (n). Academic frequency: 154; ratio: 3.0125401545780801; dispersion: 0.82326898827074602; range: 8.
Rank 2852: extractive (j). Academic frequency: 154; ratio: 2.3966430563087902; dispersion: 0.83918855478050602; range: 7.
Rank 2853: add-on (n). Academic frequency: 153; ratio: 1.66898161616357; dispersion: 0.81306860873530895; range: 7.
Rank 2854: sponsoring (j). Academic frequency: 153; ratio: 2.3917102624486901; dispersion: 0.83622573822131396; range: 8.
Rank 2855: remuneration (n). Academic frequency: 152; ratio: 2.3655178218112698; dispersion: 0.87390184824411998; range: 9.
Rank 2856: professed (j). Academic frequency: 152; ratio: 1.8353155514052999; dispersion: 0.86648380576474504; range: 7.
Rank 2857: prefix (n). Academic frequency: 151; ratio: 2.1149596841062599; dispersion: 0.81167811892753505; range: 8.
Rank 2858: contextually (r). Academic frequency: 151; ratio: 3.2840988883637601; dispersion: 0.83183237993802195; range: 7.
Rank 2859: refutation (n). Academic frequency: 151; ratio: 2.0573537783134799; dispersion: 0.88549028700978405; range: 7.
Rank 2860: transference (n). Academic frequency: 151; ratio: 1.91572435154553; dispersion: 0.85912503793609396; range: 8.
Rank 2861: traceable (j). Academic frequency: 150; ratio: 1.8174336752442699; dispersion: 0.88862453420064902; range: 9.
Rank 2862: unsupported (j). Academic frequency: 150; ratio: 1.7053192602129701; dispersion: 0.89877158990068096; range: 8.
Rank 2863: biweekly (r). Academic frequency: 150; ratio: 1.61611794506337; dispersion: 0.87386470613047895; range: 8.
Rank 2864: excluded (j). Academic frequency: 150; ratio: 2.4892811950028202; dispersion: 0.87422152521555596; range: 8.
Rank 2865: preset (j). Academic frequency: 150; ratio: 2.02794722836137; dispersion: 0.83361071771767603; range: 9.
Rank 2866: fourfold (j). Academic frequency: 150; ratio: 2.11789650058707; dispersion: 0.89877158990068096; range: 7.
Rank 2867: normalized (j). Academic frequency: 149; ratio: 2.7032991878996002; dispersion: 0.83995850254391402; range: 7.
Rank 2868: dovetail (v). Academic frequency: 149; ratio: 1.59552520876032; dispersion: 0.88619918157122501; range: 9.
Rank 2869: timeliness (n). Academic frequency: 149; ratio: 2.1921711901874898; dispersion: 0.87986273542739202; range: 9.
Rank 2870: reformulation (n). Academic frequency: 149; ratio: 3.1620408682704499; dispersion: 0.86530320843870501; range: 8.
Rank 2871: contained (j). Academic frequency: 148; ratio: 1.5945697057958601; dispersion: 0.88781232110943997; range: 8.
Rank 2872: capitulation (n). Academic frequency: 147; ratio: 1.60353135670618; dispersion: 0.84567895977130203; range: 7.
Rank 2873: equitably (r). Academic frequency: 147; ratio: 1.9571618460178; dispersion: 0.88453372877894398; range: 8.
Rank 2874: multilingual (j). Academic frequency: 147; ratio: 1.9064206129729; dispersion: 0.87406550613406198; range: 9.
Rank 2875: legalistic (j). Academic frequency: 147; ratio: 2.0425935138995301; dispersion: 0.86754552461699497; range: 9.
Rank 2876: reactivate (v). Academic frequency: 146; ratio: 1.57787647105467; dispersion: 0.87811410351007402; range: 8.
Rank 2877: disrupted (j). Academic frequency: 146; ratio: 1.8128793497223801; dispersion: 0.89259722711907896; range: 8.
Rank 2878: conflictual (j). Academic frequency: 146; ratio: 3.29827081691427; dispersion: 0.87889504204686497; range: 8.
Rank 2879: annotate (v). Academic frequency: 146; ratio: 1.79379640919899; dispersion: 0.83977345932857705; range: 8.
Rank 2880: aberrant (j). Academic frequency: 145; ratio: 1.6378399604539999; dispersion: 0.88916951123550803; range: 8.
Rank 2881: class (v). Academic frequency: 145; ratio: 1.7328682175451899; dispersion: 0.88617226643198599; range: 8.
Rank 2882: two-stage (j). Academic frequency: 145; ratio: 2.4647106201006901; dispersion: 0.81790820003944698; range: 7.
Rank 2883: yielding (j). Academic frequency: 145; ratio: 1.57680244639982; dispersion: 0.84815439331000597; range: 9.
Rank 2884: undermining (n). Academic frequency: 144; ratio: 2.28157827538358; dispersion: 0.86905521934599905; range: 8.
Rank 2885: subservient (j). Academic frequency: 144; ratio: 1.6863839426748199; dispersion: 0.88239741376296998; range: 7.
Rank 2886: affirmatively (r). Academic frequency: 144; ratio: 2.07501563316778; dispersion: 0.86180730040185805; range: 8.
Rank 2887: prohibitively (r). Academic frequency: 144; ratio: 1.60582420019035; dispersion: 0.84866903432035801; range: 8.
Rank 2888: card (v). Academic frequency: 143; ratio: 1.6048949037782001; dispersion: 0.87987743725180501; range: 8.
Rank 2889: converse (n). Academic frequency: 143; ratio: 1.8011770143122301; dispersion: 0.89717877374190302; range: 9.
Rank 2890: soundness (n). Academic frequency: 143; ratio: 1.7819473664726; dispersion: 0.91166589300809597; range: 9.
Rank 2891: two-step (j). Academic frequency: 142; ratio: 2.1432138840423698; dispersion: 0.82625187743916795; range: 8.
Rank 2892: egocentric (j). Academic frequency: 142; ratio: 2.1904212383164299; dispersion: 0.84911551852685796; range: 7.
Rank 2893: oversimplification (n). Academic frequency: 142; ratio: 2.05465132685053; dispersion: 0.88494557916468597; range: 8.
Rank 2894: participative (j). Academic frequency: 142; ratio: 3.24984066077013; dispersion: 0.81290947604332398; range: 8.
Rank 2895: dissimilarity (n). Academic frequency: 141; ratio: 2.9214439776145502; dispersion: 0.85174844003203598; range: 7.
Rank 2896: aver (v). Academic frequency: 141; ratio: 1.8019125263389; dispersion: 0.89134625272282897; range: 8.
Rank 2897: self-preservation (n). Academic frequency: 141; ratio: 1.50068094898741; dispersion: 0.87175353496335295; range: 8.
Rank 2898: expropriate (v). Academic frequency: 140; ratio: 2.3015138184783499; dispersion: 0.84860959322812302; range: 7.
Rank 2899: propound (v). Academic frequency: 140; ratio: 2.2801043876087799; dispersion: 0.87595815516202002; range: 8.
Rank 2900: long-established (j). Academic frequency: 140; ratio: 1.6450417561607; dispersion: 0.88324301112646797; range: 9.
Rank 2901: husbandry (n). Academic frequency: 140; ratio: 1.8089389052984799; dispersion: 0.865578088943882; range: 8.
Rank 2902: monopolistic (j). Academic frequency: 139; ratio: 1.8792310982815299; dispersion: 0.87296778671230602; range: 8.
Rank 2903: comparably (r). Academic frequency: 139; ratio: 2.0029664792383399; dispersion: 0.89310425392998605; range: 9.
Rank 2904: sterility (n). Academic frequency: 139; ratio: 1.61165845845999; dispersion: 0.88450937533906204; range: 8.
Rank 2905: requested (j). Academic frequency: 138; ratio: 1.5947830546994901; dispersion: 0.86127930387685403; range: 9.
Rank 2906: unimpeded (j). Academic frequency: 138; ratio: 1.5291748910567899; dispersion: 0.86834958270482498; range: 7.
Rank 2907: ferment (n). Academic frequency: 138; ratio: 1.64360294412907; dispersion: 0.88469070224107305; range: 9.
Rank 2908: parsimonious (j). Academic frequency: 138; ratio: 2.6119960301294398; dispersion: 0.85713072052088202; range: 9.
Rank 2909: principality (n). Academic frequency: 138; ratio: 1.7135434949430699; dispersion: 0.83537245651161696; range: 7.
Rank 2910: rapidity (n). Academic frequency: 137; ratio: 1.86660574588707; dispersion: 0.89923489620147601; range: 8.
Rank 2911: homogenization (n). Academic frequency: 137; ratio: 2.5791272940482601; dispersion: 0.85825011055007405; range: 7.
Rank 2912: gradation (n). Academic frequency: 137; ratio: 1.5884691281224399; dispersion: 0.86258879163358704; range: 7.
Rank 2913: imperfectly (r). Academic frequency: 137; ratio: 1.75079444048531; dispersion: 0.85458777328959501; range: 7.
Rank 2914: irregularly (r). Academic frequency: 137; ratio: 1.54250056814462; dispersion: 0.85458777328959501; range: 8.
Rank 2915: reintegrate (v). Academic frequency: 137; ratio: 2.0413518157147901; dispersion: 0.86416621818763595; range: 7.
Rank 2916: threefold (r). Academic frequency: 137; ratio: 2.1805348940589799; dispersion: 0.91056574131137402; range: 9.
Rank 2917: underestimation (n). Academic frequency: 136; ratio: 2.7686981849535202; dispersion: 0.85614866046988702; range: 8.
Rank 2918: recoverable (j). Academic frequency: 136; ratio: 2.0009079319832201; dispersion: 0.84064158269176903; range: 8.
Rank 2919: rearrangement (n). Academic frequency: 136; ratio: 2.1548239267511602; dispersion: 0.82905488933010796; range: 8.
Rank 2920: poignantly (r). Academic frequency: 136; ratio: 1.68274235975974; dispersion: 0.88204353310601402; range: 8.
Rank 2921: centered (j). Academic frequency: 136; ratio: 1.61429182309154; dispersion: 0.82620026208941599; range: 8.
Rank 2922: injurious (j). Academic frequency: 135; ratio: 1.9614709499213101; dispersion: 0.88116718743456801; range: 8.
Rank 2923: changeable (j). Academic frequency: 134; ratio: 1.57984144798001; dispersion: 0.87566773722157898; range: 8.
Rank 2924: concomitantly (r). Academic frequency: 134; ratio: 3.2584229864587799; dispersion: 0.91297086724111498; range: 8.
Rank 2925: bifurcation (n). Academic frequency: 134; ratio: 2.66598244346627; dispersion: 0.81336744396035499; range: 8.
Rank 2926: abbreviate (v). Academic frequency: 134; ratio: 1.77732162897752; dispersion: 0.879813488089636; range: 9.
Rank 2927: self-selected (j). Academic frequency: 134; ratio: 2.7439351464916002; dispersion: 0.85516346903909501; range: 7.
Rank 2928: universal (n). Academic frequency: 134; ratio: 2.8265837954823199; dispersion: 0.84871200776029299; range: 8.
Rank 2929: incorporated (j). Academic frequency: 133; ratio: 2.0698280940848601; dispersion: 0.87891769880906301; range: 9.
Rank 2930: readjustment (n). Academic frequency: 133; ratio: 1.94046383820456; dispersion: 0.88344233728823396; range: 8.
Rank 2931: conditional (n). Academic frequency: 132; ratio: 2.6113544197069101; dispersion: 0.86796098241952202; range: 8.
Rank 2932: disassociate (v). Academic frequency: 132; ratio: 1.50068094898741; dispersion: 0.85739512609886603; range: 8.
Rank 2933: unhelpful (j). Academic frequency: 132; ratio: 1.6448744921285501; dispersion: 0.85497381768943903; range: 8.
Rank 2934: unsurprisingly (r). Academic frequency: 131; ratio: 1.7779385403378001; dispersion: 0.88709698917101998; range: 8.
Rank 2935: fine-grained (j). Academic frequency: 130; ratio: 2.23140467904991; dispersion: 0.81111956314403599; range: 7.
Rank 2936: prompting (n). Academic frequency: 130; ratio: 1.6797289834914499; dispersion: 0.83659757538460999; range: 8.
Rank 2937: military-industrial (j). Academic frequency: 130; ratio: 1.6859502019488199; dispersion: 0.81723776528177505; range: 7.
Rank 2938: post-industrial (j). Academic frequency: 129; ratio: 1.77836600647721; dispersion: 0.88382549776249197; range: 9.
Rank 2939: pragmatically (r). Academic frequency: 129; ratio: 2.3283761115732502; dispersion: 0.88226673618782603; range: 8.
Rank 2940: disequilibrium (n). Academic frequency: 129; ratio: 3.0315769506389998; dispersion: 0.84524898770563806; range: 8.
Rank 2941: unavoidably (r). Academic frequency: 129; ratio: 1.99869453825315; dispersion: 0.88700751310523396; range: 8.
Rank 2942: militate (v). Academic frequency: 128; ratio: 2.7163841016014598; dispersion: 0.87629045676067197; range: 8.
Rank 2943: multilayered (j). Academic frequency: 127; ratio: 1.8684949070725601; dispersion: 0.86474388603943397; range: 8.
Rank 2944: metallurgy (n). Academic frequency: 127; ratio: 2.5267147038822202; dispersion: 0.80375748108798495; range: 7.
Rank 2945: inverse (n). Academic frequency: 127; ratio: 2.6789264330317502; dispersion: 0.83893100724917102; range: 9.
